<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
comex.GC,D,171208,00:00:00,1250.5000000
comex.GC,D,171210,00:00:00,1251.5000000
comex.GC,D,171211,00:00:00,1246.6000000
comex.GC,D,171212,00:00:00,1245.9000000
comex.GC,D,171213,00:00:00,1260.7000000
comex.GC,D,171214,00:00:00,1257.3000000
comex.GC,D,171215,00:00:00,1258.1000000
comex.GC,D,171217,00:00:00,1258.4000000
comex.GC,D,171218,00:00:00,1266.7000000
comex.GC,D,171219,00:00:00,1266.4000000
comex.GC,D,171220,00:00:00,1269.6000000
comex.GC,D,171221,00:00:00,1270.5000000
comex.GC,D,171222,00:00:00,1279.1000000
comex.GC,D,171225,00:00:00,1283.1000000
comex.GC,D,171226,00:00:00,1287.1000000
comex.GC,D,171227,00:00:00,1295.6000000
comex.GC,D,171228,00:00:00,1298.2000000
comex.GC,D,171229,00:00:00,1305.1000000
comex.GC,D,180101,00:00:00,1309.3000000
comex.GC,D,180102,00:00:00,1316.1000000
comex.GC,D,180103,00:00:00,1311.4000000
comex.GC,D,180104,00:00:00,1321.3000000
comex.GC,D,180105,00:00:00,1320.3000000
comex.GC,D,180107,00:00:00,1318.9000000
comex.GC,D,180108,00:00:00,1320.1000000
comex.GC,D,180109,00:00:00,1310.2000000
comex.GC,D,180110,00:00:00,1318.3000000
comex.GC,D,180111,00:00:00,1329.0000000
comex.GC,D,180112,00:00:00,1338.3000000
comex.GC,D,180114,00:00:00,1344.3000000
comex.GC,D,180115,00:00:00,1341.3000000
comex.GC,D,180116,00:00:00,1334.7000000
comex.GC,D,180117,00:00:00,1328.6000000
comex.GC,D,180118,00:00:00,1331.6000000
comex.GC,D,180119,00:00:00,1331.1000000
comex.GC,D,180121,00:00:00,1331.6000000
comex.GC,D,180122,00:00:00,1335.3000000
comex.GC,D,180123,00:00:00,1341.8000000
comex.GC,D,180124,00:00:00,1364.1000000
comex.GC,D,180125,00:00:00,1351.4000000
comex.GC,D,180126,00:00:00,1348.7000000
comex.GC,D,180128,00:00:00,1346.5000000
comex.GC,D,180129,00:00:00,1333.5000000
comex.GC,D,180130,00:00:00,1346.2000000
comex.GC,D,180131,00:00:00,1347.2000000
comex.GC,D,180201,00:00:00,1350.5000000
comex.GC,D,180202,00:00:00,1335.2000000
comex.GC,D,180204,00:00:00,1335.1000000
comex.GC,D,180205,00:00:00,1346.1000000
comex.GC,D,180206,00:00:00,1332.2000000
comex.GC,D,180207,00:00:00,1313.5000000
comex.GC,D,180208,00:00:00,1320.0000000
comex.GC,D,180209,00:00:00,1318.1000000
comex.GC,D,180211,00:00:00,1325.6000000
comex.GC,D,180212,00:00:00,1328.5000000
comex.GC,D,180213,00:00:00,1337.2000000
comex.GC,D,180214,00:00:00,1356.9000000
comex.GC,D,180215,00:00:00,1361.0000000
comex.GC,D,180216,00:00:00,1349.4000000
comex.GC,D,180218,00:00:00,1349.1000000
comex.GC,D,180219,00:00:00,1343.0000000
comex.GC,D,180220,00:00:00,1329.3000000
comex.GC,D,180221,00:00:00,1325.5000000
comex.GC,D,180222,00:00:00,1329.7000000
comex.GC,D,180223,00:00:00,1330.5000000
comex.GC,D,180225,00:00:00,1341.6000000
comex.GC,D,180226,00:00:00,1334.5000000
comex.GC,D,180227,00:00:00,1319.0000000
comex.GC,D,180228,00:00:00,1314.4000000
comex.GC,D,180301,00:00:00,1319.3000000
comex.GC,D,180302,00:00:00,1323.7000000
comex.GC,D,180304,00:00:00,1327.4000000
comex.GC,D,180305,00:00:00,1323.8000000
comex.GC,D,180306,00:00:00,1334.0000000
comex.GC,D,180307,00:00:00,1327.7000000
comex.GC,D,180308,00:00:00,1318.8000000
comex.GC,D,180309,00:00:00,1324.0000000
comex.GC,D,180311,00:00:00,1324.2000000
comex.GC,D,180312,00:00:00,1319.3000000
comex.GC,D,180313,00:00:00,1328.2000000
comex.GC,D,180314,00:00:00,1327.2000000
comex.GC,D,180315,00:00:00,1316.4000000
comex.GC,D,180316,00:00:00,1313.9000000
comex.GC,D,180318,00:00:00,1311.3000000
comex.GC,D,180319,00:00:00,1315.3000000
comex.GC,D,180320,00:00:00,1313.3000000
comex.GC,D,180321,00:00:00,1329.8000000
comex.GC,D,180322,00:00:00,1337.8000000
comex.GC,D,180323,00:00:00,1347.3000000
comex.GC,D,180325,00:00:00,1348.3000000
comex.GC,D,180326,00:00:00,1353.6000000
comex.GC,D,180327,00:00:00,1342.6000000
comex.GC,D,180328,00:00:00,1326.4000000
comex.GC,D,180329,00:00:00,1325.0000000
comex.GC,D,180401,00:00:00,1333.5000000
comex.GC,D,180402,00:00:00,1342.5000000
comex.GC,D,180403,00:00:00,1339.0000000
comex.GC,D,180404,00:00:00,1332.0000000
comex.GC,D,180405,00:00:00,1331.2000000
comex.GC,D,180406,00:00:00,1337.3000000
comex.GC,D,180408,00:00:00,1335.9000000
comex.GC,D,180409,00:00:00,1337.3000000
comex.GC,D,180410,00:00:00,1345.1000000
comex.GC,D,180411,00:00:00,1353.1000000
comex.GC,D,180412,00:00:00,1343.3000000
comex.GC,D,180413,00:00:00,1348.6000000
comex.GC,D,180415,00:00:00,1348.8000000
comex.GC,D,180416,00:00:00,1347.4000000
comex.GC,D,180417,00:00:00,1346.3000000
comex.GC,D,180418,00:00:00,1354.6000000
comex.GC,D,180419,00:00:00,1344.5000000
comex.GC,D,180420,00:00:00,1337.6000000
comex.GC,D,180422,00:00:00,1335.9000000
comex.GC,D,180423,00:00:00,1328.2000000
comex.GC,D,180424,00:00:00,1329.0000000
comex.GC,D,180425,00:00:00,1324.6000000
comex.GC,D,180426,00:00:00,1318.5000000
comex.GC,D,180427,00:00:00,1324.1000000
comex.GC,D,180429,00:00:00,1322.5000000
comex.GC,D,180430,00:00:00,1312.9000000
comex.GC,D,180501,00:00:00,1310.8000000
comex.GC,D,180502,00:00:00,1310.1000000
comex.GC,D,180503,00:00:00,1313.2000000
comex.GC,D,180504,00:00:00,1316.0000000
comex.GC,D,180506,00:00:00,1316.7000000
comex.GC,D,180507,00:00:00,1311.9000000
comex.GC,D,180508,00:00:00,1311.4000000
comex.GC,D,180509,00:00:00,1315.4000000
comex.GC,D,180510,00:00:00,1319.8000000
comex.GC,D,180511,00:00:00,1318.4000000
comex.GC,D,180513,00:00:00,1319.3000000
comex.GC,D,180514,00:00:00,1311.1000000
comex.GC,D,180515,00:00:00,1293.6000000
comex.GC,D,180516,00:00:00,1291.1000000
comex.GC,D,180517,00:00:00,1287.7000000
comex.GC,D,180518,00:00:00,1291.7000000
comex.GC,D,180520,00:00:00,1287.4000000
comex.GC,D,180521,00:00:00,1288.8000000
comex.GC,D,180522,00:00:00,1291.8000000
comex.GC,D,180523,00:00:00,1294.7000000
comex.GC,D,180524,00:00:00,1301.9000000
comex.GC,D,180525,00:00:00,1301.2000000
comex.GC,D,180527,00:00:00,1298.3000000
comex.GC,D,180528,00:00:00,1297.3000000
comex.GC,D,180529,00:00:00,1298.4000000
comex.GC,D,180530,00:00:00,1307.6000000
comex.GC,D,180531,00:00:00,1302.9000000
comex.GC,D,180601,00:00:00,1297.9000000
comex.GC,D,180603,00:00:00,1295.5000000
comex.GC,D,180604,00:00:00,1295.4000000
comex.GC,D,180605,00:00:00,1300.8000000
comex.GC,D,180606,00:00:00,1301.3000000
comex.GC,D,180607,00:00:00,1300.9000000
comex.GC,D,180608,00:00:00,1303.5000000
comex.GC,D,180610,00:00:00,1303.1000000
comex.GC,D,180611,00:00:00,1300.9000000
comex.GC,D,180612,00:00:00,1298.5000000
comex.GC,D,180613,00:00:00,1302.8000000
comex.GC,D,180614,00:00:00,1305.0000000
comex.GC,D,180615,00:00:00,1282.0000000
comex.GC,D,180617,00:00:00,1282.7000000
comex.GC,D,180618,00:00:00,1285.6000000
comex.GC,D,180619,00:00:00,1276.1000000
comex.GC,D,180620,00:00:00,1267.4000000
comex.GC,D,180621,00:00:00,1269.1000000
comex.GC,D,180622,00:00:00,1271.1000000
comex.GC,D,180624,00:00:00,1268.8000000
comex.GC,D,180625,00:00:00,1265.3000000
comex.GC,D,180626,00:00:00,1256.6000000
comex.GC,D,180627,00:00:00,1253.4000000
comex.GC,D,180628,00:00:00,1252.5000000
comex.GC,D,180629,00:00:00,1254.2000000
comex.GC,D,180701,00:00:00,1252.0000000
comex.GC,D,180702,00:00:00,1239.6000000
comex.GC,D,180703,00:00:00,1257.9000000
comex.GC,D,180704,00:00:00,1256.3000000
comex.GC,D,180705,00:00:00,1255.8000000
comex.GC,D,180706,00:00:00,1255.9000000
comex.GC,D,180708,00:00:00,1259.9000000
comex.GC,D,180709,00:00:00,1259.6000000
comex.GC,D,180710,00:00:00,1251.5000000
comex.GC,D,180711,00:00:00,1244.6000000
comex.GC,D,180712,00:00:00,1244.8000000
comex.GC,D,180713,00:00:00,1241.8000000
comex.GC,D,180715,00:00:00,1244.1000000
comex.GC,D,180716,00:00:00,1241.4000000
comex.GC,D,180717,00:00:00,1226.9000000
comex.GC,D,180718,00:00:00,1224.5000000
comex.GC,D,180719,00:00:00,1221.7000000
comex.GC,D,180720,00:00:00,1231.9000000
comex.GC,D,180722,00:00:00,1231.8000000
comex.GC,D,180723,00:00:00,1219.1000000
comex.GC,D,180724,00:00:00,1224.1000000
comex.GC,D,180725,00:00:00,1231.6000000
comex.GC,D,180726,00:00:00,1223.8000000
comex.GC,D,180727,00:00:00,1222.2000000
comex.GC,D,180729,00:00:00,1219.6000000
comex.GC,D,180730,00:00:00,1231.4000000
comex.GC,D,180731,00:00:00,1229.6000000
comex.GC,D,180801,00:00:00,1227.0000000
comex.GC,D,180802,00:00:00,1215.4000000
comex.GC,D,180803,00:00:00,1221.9000000
comex.GC,D,180805,00:00:00,1223.7000000
comex.GC,D,180806,00:00:00,1218.7000000
comex.GC,D,180807,00:00:00,1221.7000000
comex.GC,D,180808,00:00:00,1222.3000000
comex.GC,D,180809,00:00:00,1218.7000000
comex.GC,D,180810,00:00:00,1219.2000000
comex.GC,D,180812,00:00:00,1215.8000000
comex.GC,D,180813,00:00:00,1201.9000000
comex.GC,D,180814,00:00:00,1194.3000000
comex.GC,D,180815,00:00:00,1180.9000000
comex.GC,D,180816,00:00:00,1183.6000000
comex.GC,D,180817,00:00:00,1191.8000000
comex.GC,D,180819,00:00:00,1192.5000000
comex.GC,D,180820,00:00:00,1201.5000000
comex.GC,D,180821,00:00:00,1202.5000000
comex.GC,D,180822,00:00:00,1198.2000000
comex.GC,D,180823,00:00:00,1194.4000000
comex.GC,D,180824,00:00:00,1212.3000000
comex.GC,D,180826,00:00:00,1212.9000000
comex.GC,D,180827,00:00:00,1215.8000000
comex.GC,D,180828,00:00:00,1210.7000000
comex.GC,D,180829,00:00:00,1209.7000000
comex.GC,D,180830,00:00:00,1210.6000000
comex.GC,D,180831,00:00:00,1206.9000000
comex.GC,D,180902,00:00:00,1205.4000000
comex.GC,D,180903,00:00:00,1205.4000000
comex.GC,D,180904,00:00:00,1198.9000000
comex.GC,D,180905,00:00:00,1202.8000000
comex.GC,D,180906,00:00:00,1207.0000000
comex.GC,D,180907,00:00:00,1201.8000000
comex.GC,D,180909,00:00:00,1198.3000000
comex.GC,D,180910,00:00:00,1199.0000000
comex.GC,D,180911,00:00:00,1198.8000000
comex.GC,D,180912,00:00:00,1209.7000000
comex.GC,D,180913,00:00:00,1210.4000000
comex.GC,D,180914,00:00:00,1198.3000000
comex.GC,D,180916,00:00:00,1199.6000000
comex.GC,D,180917,00:00:00,1202.9000000
comex.GC,D,180918,00:00:00,1206.7000000
comex.GC,D,180919,00:00:00,1210.4000000
comex.GC,D,180920,00:00:00,1213.9000000
comex.GC,D,180921,00:00:00,1203.3000000
comex.GC,D,180923,00:00:00,1201.2000000
comex.GC,D,180924,00:00:00,1203.0000000
comex.GC,D,180925,00:00:00,1206.4000000
comex.GC,D,180926,00:00:00,1202.1000000
comex.GC,D,180927,00:00:00,1187.1000000
comex.GC,D,180928,00:00:00,1196.2000000
comex.GC,D,180930,00:00:00,1192.1000000
comex.GC,D,181001,00:00:00,1196.3000000
comex.GC,D,181002,00:00:00,1209.9000000
comex.GC,D,181003,00:00:00,1200.3000000
comex.GC,D,181004,00:00:00,1202.1000000
comex.GC,D,181005,00:00:00,1206.7000000
comex.GC,D,181007,00:00:00,1200.5000000
comex.GC,D,181008,00:00:00,1194.8000000
comex.GC,D,181009,00:00:00,1192.9000000
comex.GC,D,181010,00:00:00,1196.4000000
comex.GC,D,181011,00:00:00,1223.4000000
comex.GC,D,181012,00:00:00,1221.6000000
comex.GC,D,181014,00:00:00,1225.5000000
comex.GC,D,181015,00:00:00,1229.4000000
comex.GC,D,181016,00:00:00,1225.3000000
comex.GC,D,181017,00:00:00,1226.7000000
comex.GC,D,181018,00:00:00,1230.5000000
comex.GC,D,181019,00:00:00,1230.0000000
comex.GC,D,181021,00:00:00,1230.6000000
comex.GC,D,181022,00:00:00,1226.8000000
comex.GC,D,181023,00:00:00,1234.8000000
comex.GC,D,181024,00:00:00,1239.7000000
comex.GC,D,181025,00:00:00,1234.2000000
comex.GC,D,181026,00:00:00,1235.4000000
comex.GC,D,181028,00:00:00,1235.2000000
comex.GC,D,181029,00:00:00,1229.5000000
comex.GC,D,181030,00:00:00,1218.2000000
comex.GC,D,181031,00:00:00,1219.7000000
comex.GC,D,181101,00:00:00,1234.9000000
comex.GC,D,181102,00:00:00,1234.6000000
comex.GC,D,181104,00:00:00,1233.2000000
comex.GC,D,181105,00:00:00,1231.6000000
comex.GC,D,181106,00:00:00,1230.2000000
comex.GC,D,181107,00:00:00,1225.4000000
comex.GC,D,181108,00:00:00,1220.7000000
comex.GC,D,181109,00:00:00,1210.3000000
comex.GC,D,181111,00:00:00,1208.8000000
comex.GC,D,181112,00:00:00,1204.5000000
comex.GC,D,181113,00:00:00,1202.5000000
comex.GC,D,181114,00:00:00,1211.8000000
comex.GC,D,181115,00:00:00,1215.2000000
comex.GC,D,181116,00:00:00,1222.0000000
comex.GC,D,181118,00:00:00,1218.8000000
comex.GC,D,181119,00:00:00,1223.3000000
comex.GC,D,181120,00:00:00,1221.9000000
comex.GC,D,181121,00:00:00,1227.9000000
comex.GC,D,181122,00:00:00,1228.1000000
comex.GC,D,181123,00:00:00,1223.4000000
comex.GC,D,181125,00:00:00,1226.1000000
comex.GC,D,181126,00:00:00,1222.0000000
comex.GC,D,181127,00:00:00,1212.3000000
comex.GC,D,181128,00:00:00,1225.3000000
comex.GC,D,181129,00:00:00,1229.9000000
comex.GC,D,181130,00:00:00,1227.8000000
comex.GC,D,181202,00:00:00,1232.1000000
comex.GC,D,181203,00:00:00,1242.8000000
comex.GC,D,181204,00:00:00,1240.5000000
comex.GC,D,181205,00:00:00,1245.3000000
comex.GC,D,181206,00:00:00,1244.7000000
comex.GC,D,181207,00:00:00,1254.0000000
comex.GC,D,181209,00:00:00,1254.7000000
comex.GC,D,181210,00:00:00,1252.5000000
comex.GC,D,181211,00:00:00,1249.1000000
comex.GC,D,181212,00:00:00,1249.6000000
comex.GC,D,181213,00:00:00,1245.3000000
comex.GC,D,181214,00:00:00,1242.3000000
comex.GC,D,181216,00:00:00,1240.5000000
comex.GC,D,181217,00:00:00,1251.5000000
comex.GC,D,181218,00:00:00,1254.4000000
comex.GC,D,181219,00:00:00,1248.4000000
comex.GC,D,181220,00:00:00,1262.7000000
comex.GC,D,181221,00:00:00,1259.1000000
comex.GC,D,181223,00:00:00,1266.7000000
comex.GC,D,181224,00:00:00,1272.5000000
comex.GC,D,181225,00:00:00,1276.2000000
comex.GC,D,181226,00:00:00,1271.3000000
comex.GC,D,181227,00:00:00,1280.8000000
comex.GC,D,181228,00:00:00,1283.4000000
comex.GC,D,181230,00:00:00,1281.3000000
comex.GC,D,181231,00:00:00,1284.7000000
comex.GC,D,190101,00:00:00,1288.4000000
comex.GC,D,190102,00:00:00,1291.9000000
comex.GC,D,190103,00:00:00,1297.2000000
comex.GC,D,190104,00:00:00,1286.2000000
comex.GC,D,190106,00:00:00,1292.8000000
comex.GC,D,190107,00:00:00,1284.1000000
comex.GC,D,190108,00:00:00,1283.4000000
comex.GC,D,190109,00:00:00,1297.1000000
comex.GC,D,190110,00:00:00,1294.4000000
comex.GC,D,190111,00:00:00,1287.9000000
comex.GC,D,190113,00:00:00,1291.9000000
comex.GC,D,190114,00:00:00,1291.1000000
comex.GC,D,190115,00:00:00,1291.4000000
comex.GC,D,190116,00:00:00,1292.2000000
comex.GC,D,190117,00:00:00,1290.7000000
comex.GC,D,190118,00:00:00,1281.3000000
comex.GC,D,190120,00:00:00,1280.8000000
comex.GC,D,190121,00:00:00,1278.5000000
comex.GC,D,190122,00:00:00,1283.5000000
comex.GC,D,190123,00:00:00,1280.7000000
comex.GC,D,190124,00:00:00,1281.2000000
comex.GC,D,190125,00:00:00,1302.5000000
comex.GC,D,190127,00:00:00,1301.7000000
comex.GC,D,190128,00:00:00,1303.1000000
comex.GC,D,190129,00:00:00,1313.9000000
comex.GC,D,190130,00:00:00,1324.6000000
comex.GC,D,190131,00:00:00,1322.6000000
comex.GC,D,190201,00:00:00,1322.0000000
comex.GC,D,190203,00:00:00,1317.1000000
comex.GC,D,190204,00:00:00,1319.4000000
comex.GC,D,190205,00:00:00,1318.0000000
comex.GC,D,190206,00:00:00,1307.8000000
comex.GC,D,190207,00:00:00,1313.4000000
comex.GC,D,190208,00:00:00,1318.2000000
comex.GC,D,190210,00:00:00,1314.6000000
comex.GC,D,190211,00:00:00,1312.3000000
comex.GC,D,190212,00:00:00,1316.8000000
comex.GC,D,190213,00:00:00,1312.0000000
comex.GC,D,190214,00:00:00,1315.3000000
comex.GC,D,190215,00:00:00,1325.0000000
comex.GC,D,190217,00:00:00,1325.8000000
comex.GC,D,190218,00:00:00,1327.1000000
comex.GC,D,190219,00:00:00,1345.5000000
comex.GC,D,190220,00:00:00,1341.6000000
comex.GC,D,190221,00:00:00,1328.1000000
comex.GC,D,190222,00:00:00,1330.7000000
comex.GC,D,190224,00:00:00,1332.8000000
comex.GC,D,190225,00:00:00,1330.7000000
comex.GC,D,190226,00:00:00,1329.5000000
comex.GC,D,190227,00:00:00,1319.8000000
comex.GC,D,190228,00:00:00,1312.9000000
comex.GC,D,190301,00:00:00,1294.5000000
comex.GC,D,190303,00:00:00,1295.2000000
comex.GC,D,190304,00:00:00,1289.2000000
comex.GC,D,190305,00:00:00,1289.2000000
comex.GC,D,190306,00:00:00,1284.9000000
comex.GC,D,190307,00:00:00,1291.0000000
comex.GC,D,190308,00:00:00,1298.6000000
comex.GC,D,190310,00:00:00,1297.6000000
comex.GC,D,190311,00:00:00,1296.7000000
comex.GC,D,190312,00:00:00,1304.8000000
comex.GC,D,190313,00:00:00,1303.0000000
comex.GC,D,190314,00:00:00,1297.7000000
comex.GC,D,190315,00:00:00,1302.3000000
comex.GC,D,190317,00:00:00,1299.5000000
comex.GC,D,190318,00:00:00,1307.6000000
comex.GC,D,190319,00:00:00,1304.6000000
comex.GC,D,190320,00:00:00,1318.7000000
comex.GC,D,190321,00:00:00,1307.9000000
comex.GC,D,190322,00:00:00,1313.4000000
comex.GC,D,190324,00:00:00,1315.4000000
comex.GC,D,190325,00:00:00,1319.4000000
comex.GC,D,190326,00:00:00,1314.4000000
comex.GC,D,190327,00:00:00,1309.6000000
comex.GC,D,190328,00:00:00,1293.5000000
comex.GC,D,190329,00:00:00,1297.0000000
comex.GC,D,190331,00:00:00,1297.6000000
comex.GC,D,190401,00:00:00,1290.4000000
comex.GC,D,190402,00:00:00,1297.4000000
comex.GC,D,190403,00:00:00,1297.0000000
comex.GC,D,190404,00:00:00,1293.6000000
comex.GC,D,190405,00:00:00,1295.9000000
comex.GC,D,190407,00:00:00,1300.4000000
comex.GC,D,190408,00:00:00,1303.3000000
comex.GC,D,190409,00:00:00,1306.4000000
comex.GC,D,190410,00:00:00,1310.9000000
comex.GC,D,190411,00:00:00,1296.0000000
comex.GC,D,190412,00:00:00,1293.5000000
comex.GC,D,190414,00:00:00,1292.0000000
comex.GC,D,190415,00:00:00,1287.6000000
comex.GC,D,190416,00:00:00,1279.8000000
comex.GC,D,190417,00:00:00,1274.1000000
comex.GC,D,190418,00:00:00,1277.9000000
comex.GC,D,190421,00:00:00,1281.2000000
comex.GC,D,190422,00:00:00,1276.3000000
comex.GC,D,190423,00:00:00,1271.8000000
